employee_number,name,position,join_date,department,salary,age
2436471,Isaac Mcnabb,Junior Developer,2012-12-20,Research and Development,55393,28
1006875,Daniel Johnson,Team Leader,1992-08-08,Research and Development,10703,50
9719486,Louis Smith,Team Leader,1985-07-14,Customer Service,5374,57
2420171,Simon Mcknight,Team Leader,2001-04-17,Customer Service,24419,41
6056921,Orla Loyd,Manager,2001-07-03,Logistics,41598,41
8467135,Jeremy Williams,Junior Developer,2019-01-30,IT,5517,24
4544110,Johnny Moore,Manager,2015-03-01,HR,50286,27
1922255,Benjamin Mccollum,Senior Developer,1994-07-17,IT,10210,48
2028333,Thomas Taylor,Intern,1993-10-29,HR,9332,49
2469524,Bobby Mcnabb,Senior Developer,1995-07-07,Research and Development,24457,47
6858329,Ethan Krebs,Assistant Manager,2022-07-25,Research and Development,56348,20
8244561,Noah Mcmurray,Team Leader,2006-03-27,Finance,5676,35
6886144,Bryan Mclendon,Assistant Manager,2004-06-13,People,62022,38
6275347,Matthew Mangum,Team Leader,2005-05-26,Customer Service,25817,37
4302010,Fred Moore,Manager,2003-01-04,Acquisitions,22852,40
4668526,Roy Mccracken,Assistant Manager,1984-04-06,Acquisitions,22463,58
9057102,Eva Gumpert,Junior Developer,2020-11-09,Leadership,21719,18
3519324,Megan Hutchins,Team Leader,2017-07-22,HR,22984,19
4659600,John Mckinley,Intern,1983-12-10,Marketing,53727,59
3261691,Andrew Mcmurray,Intern,1986-06-15,Sales,30908,56
7575115,Elijah Jones,Senior Developer,1994-03-23,Finance,5470,48
3310950,Terry Blahut,Supervisor,1991-08-30,Logistics,61725,51
4490052,Ethan Gumpert,Supervisor,1992-02-17,Production,10042,50
4309667,Billy Majors,Senior Developer,1998-07-09,Customer Service,20910,44
9402912,Stephen Jones,Team Leader,2006-02-16,Finance,20553,19
2658400,Eric Mcvay,Junior Developer,1993-04-01,HR,41575,49
9133400,Donald Mcnabb,Supervisor,2015-04-20,Finance,9789,27
6916057,Billy Mcmillan,Senior Developer,2005-12-22,Finance,56373,37
5835767,Isabella Jones,Junior Developer,1985-01-14,People,10204,58
9355255,Lucas Jones,Supervisor,2022-05-06,Sales,22199,19
7471113,Lucas Krebs,Assistant Manager,1982-03-13,Customer Service,52432,60
8842366,Juan Mccurry,Manager,1990-04-28,People,5938,52
7036571,David Moore,Intern,2006-05-22,People,8010,36
7851753,Oliver Davis,Assistant Manager,2007-06-15,IT,53732,21
1269532,Andrew Mcphee,Supervisor,2009-12-17,People,41289,33
3474601,James Williams,Team Leader,1998-11-29,Leadership,40841,44
3086268,Harry Williams,Supervisor,1997-03-21,HR,53973,45
1228167,Bruce Higginbotham,Intern,1995-01-16,Research and Development,51314,48
8836385,Henry Mccracken,Junior Developer,2007-02-21,Customer Service,10545,26
4271364,Philip Mccollum,Team Leader,1991-12-11,Finance,8184,51
4515854,Wayne Lindholm,Manager,1996-11-07,Acquisitions,31742,46
9472912,Joseph Mccreary,Supervisor,1986-06-13,Research and Development,50408,56
3383832,Lily Jones,Intern,2002-10-12,People,40507,40
3473608,Ava Mccurry,Senior Developer,1985-04-19,People,22094,57
9810872,Eva Blahut,Assistant Manager,2000-12-02,IT,9390,42
1685432,Kyle Brown,Junior Developer,2010-10-22,Finance,55435,26
9401183,Isabella Loyd,Assistant Manager,2004-11-27,Finance,24092,38
4174722,Ronald Hutchins,Team Leader,1996-08-10,People,9076,46
9508239,Grace Mcvay,Manager,2006-06-06,People,42413,36
1422514,Matthew Majors,Manager,2000-10-11,Leadership,55817,42
3474606,Brandon Mcknight,Junior Developer,2009-01-04,HR,50319,34
6451837,Laura Gumpert,Senior Developer,1985-06-09,Research and Development,55053,57
3374985,Lucy Taylor,Assistant Manager,1999-02-04,HR,60188,44
4581646,Tom Moore,Supervisor,1994-05-04,Finance,10941,48
2987830,Scott Mcginnis,Junior Developer,2018-10-25,Acquisitions,24469,24
7979673,Adam Moore,Manager,2001-11-03,Finance,23987,41
1529603,Brandon Mcnulty,Senior Developer,2003-11-12,Production,61071,39
7600752,Tyler Davis,Assistant Manager,2015-12-19,Finance,30006,27
3482993,Eric Krebs,Team Leader,1994-05-08,HR,50167,48
6163864,Jeremy Mcmillan,Senior Developer,1996-07-18,Finance,57455,46
6982853,Thomas Mcmullen,Senior Developer,2015-06-04,IT,30423,26
7506387,Fred Mccracken,Intern,2015-10-20,Marketing,9801,25
2161698,Niamh Mcknight,Junior Developer,1983-05-28,Marketing,24346,59
1426459,Philip Loyd,Manager,2008-06-16,Logistics,10586,26
8156125,John Loyd,Manager,1995-04-16,Marketing,32157,47
4227845,Ciaran Mcnulty,Junior Developer,2003-05-21,Acquisitions,22464,39
7047578,Roisin Higginbotham,Junior Developer,2008-09-02,People,32096,29
9500975,Harry Davis,Assistant Manager,1982-04-20,Production,5758,60
4644883,James Lindholm,Senior Developer,2005-04-27,Logistics,20830,27
5365210,Willie Krebs,Senior Developer,2007-12-25,Production,26209,35
9914345,Ryan Taylor,Assistant Manager,1990-10-02,HR,8945,52
6091967,David Krebs,Supervisor,1982-05-15,Production,55495,60
9278814,Randy Blahut,Assistant Manager,2010-04-13,Sales,25671,19
5916612,Sean Mccurry,Senior Developer,1990-09-18,Finance,10704,52
8756399,Alice Mckinley,Senior Developer,1982-08-05,Customer Service,60444,60
4925695,Evan Mcphee,Team Leader,2006-12-01,HR,5960,36
4073394,Ralph Jones,Assistant Manager,1985-08-31,Leadership,55950,57
7872308,Walter Brown,Supervisor,2015-04-22,Logistics,11954,27
5061966,Emily Mcmullen,Manager,2018-03-31,IT,31289,24
1011431,Timothy Mcvay,Intern,1993-12-24,Research and Development,11611,49
7040786,Tom Mccracken,Intern,1984-04-29,Marketing,20281,58
1635962,Ethan Mccracken,Intern,2007-05-03,Marketing,5289,35
9897322,Deborah Mcvay,Intern,2010-02-07,IT,10430,33
6525542,Harry Taylor,Intern,1993-01-24,Production,56063,50
7091522,Ava Moore,Intern,2010-03-18,Leadership,8527,32
2803901,Terry Lindholm,Supervisor,1989-04-04,Leadership,50120,53
8722793,Liam Wilson,Supervisor,2015-01-03,Marketing,12110,26
5482107,Grace Mccreary,Intern,1994-09-06,Acquisitions,57149,48
9494297,Sophia Mcginnis,Intern,2008-08-30,Logistics,8316,18
9387264,Sean Mcclellan,Intern,2001-06-29,Acquisitions,30493,41
9313773,Leo Miller,Manager,2002-09-25,HR,40701,40
7170631,Dylan Gumpert,Junior Developer,2004-06-01,Acquisitions,61883,38
2314574,Ella Mccreary,Intern,2017-07-18,Sales,41275,25
7848724,Cameron Mcgill,Senior Developer,2008-05-29,Sales,10192,34
9453435,Benjamin Mcmurray,Intern,2008-03-07,Finance,41218,34
4675911,Mary Miller,Senior Developer,2006-11-08,People,11234,36
9509569,Eugene Moore,Junior Developer,1999-04-09,Leadership,50479,43
8242245,Oliver Mcgill,Junior Developer,1996-12-29,Acquisitions,50509,46
9766096,Sean Taylor,Intern,2006-01-25,Leadership,10002,31
4653765,Arthur Davis,Junior Developer,2019-10-12,Sales,60799,23
5333400,Lucy Loyd,Manager,1991-03-15,HR,24990,51
6586317,Dylan Mcvay,Senior Developer,2008-11-16,People,5444,30
6630294,Eugene Gumpert,Intern,1998-06-29,Marketing,6438,44
5905143,Andrew Smith,Supervisor,1998-03-12,Sales,25946,44
2581282,Megan Davis,Supervisor,2008-01-10,Production,10142,35
6990548,Noah Mcnulty,Supervisor,1995-11-04,Acquisitions,42059,47
8976602,Harry Mccollum,Junior Developer,2013-01-08,Marketing,25094,26
2841333,James Davis,Junior Developer,1998-08-25,Customer Service,31525,44
5341377,Olivia Miller,Supervisor,2007-09-09,Logistics,54069,35
5629115,Alexander Mccollum,Team Leader,1988-09-18,Finance,9012,54
2691914,William Mccracken,Manager,1991-08-24,Customer Service,55800,51
3951254,Noah Mcmillan,Manager,2001-08-09,Leadership,25008,41
9577791,Patrick Mcvicker,Intern,1992-11-29,Logistics,41553,50
2681732,Oliver Mcvay,Senior Developer,1999-10-15,Leadership,61924,43
3769632,Justin Krebs,Manager,1991-12-14,Acquisitions,20446,51
3224026,Andrew Mcvay,Junior Developer,1983-12-01,People,23590,59
2905905,Daniel Mccurry,Senior Developer,1992-04-20,Sales,5495,50
5426745,Luke Williams,Senior Developer,1984-08-21,Production,56838,58
3993335,Jordan Blahut,Junior Developer,2015-03-21,Logistics,50161,20
9942653,Jerry Majors,Senior Developer,2018-10-16,Sales,20952,24
4322462,Liam Mcgill,Junior Developer,2008-11-15,Leadership,21730,34
6391340,Walter Majors,Team Leader,2015-12-28,HR,7260,27
1251227,Simon Jones,Junior Developer,1988-08-09,Logistics,41519,54
5204380,Dylan Mangum,Manager,2008-02-14,Production,24575,18
3278195,Dylan Mccurry,Assistant Manager,1991-12-14,Research and Development,20398,51
6828423,Alan Jones,Intern,2004-06-14,Production,55471,38
2484348,Patrick Mcmillan,Intern,2009-05-08,People,51037,33
1576093,Gregory Brown,Junior Developer,1995-07-17,Sales,52453,47
6917890,Russell Wilson,Team Leader,2005-03-27,Logistics,23707,37
9954269,Matthew Mcknight,Intern,1985-07-19,IT,40834,57
5557744,Patrick Mcclellan,Senior Developer,1988-12-28,Marketing,25189,54
8424567,Keith Mcmullen,Manager,1997-03-02,Production,5063,45
3529188,Louis Mcknight,Team Leader,2007-04-13,People,54087,35
4545509,Leo Mccollum,Team Leader,1988-12-27,IT,23403,54
1854129,Sophie Majors,Manager,2009-04-02,Acquisitions,22282,33
1168841,Simon Mccreary,Team Leader,1984-05-29,Logistics,61035,58
2062019,Steven Mcmurray,Junior Developer,1996-12-04,HR,24089,46
4404955,Emily Mcphee,Supervisor,2008-12-05,Production,60380,34
4404575,Roger Brown,Senior Developer,1996-02-25,Leadership,60639,46
5313589,Daniel Mccurry,Team Leader,2013-06-08,Production,24841,24
2122292,Harold Lindholm,Team Leader,2004-03-01,Production,25489,38
6686961,Matthew Mcginnis,Intern,1982-11-09,Acquisitions,31220,60
3464456,Roisin Mckinley,Supervisor,2014-09-01,Finance,9341,24
5292959,Roy Mangum,Supervisor,1999-07-26,People,30053,43
1402000,George Jones,Supervisor,2007-04-13,Finance,5313,26
8165781,Jason Mccollum,Intern,2012-03-12,Research and Development,5131,30
9874245,Timothy Mcginnis,Junior Developer,1982-11-03,Acquisitions,41583,60
4556575,Tyler Mangum,Senior Developer,2006-04-24,Sales,52310,29
7088367,Megan Smith,Junior Developer,2012-01-04,Logistics,11537,30
7715603,Larry Mcmullen,Assistant Manager,1997-10-25,Production,40536,45
4593101,William Mckinley,Senior Developer,1982-08-06,Sales,51324,60
9662009,David Loyd,Manager,1989-03-28,Customer Service,23712,53
7205520,Sophia Mangum,Junior Developer,2012-08-29,Finance,21846,30
9491463,Billy Mangum,Team Leader,2006-08-06,Acquisitions,21338,36
5150231,Matthew Mclendon,Intern,2017-12-01,IT,41670,25
9622753,Connor Mcginnis,Senior Developer,2014-12-14,Customer Service,21886,28
1680756,Justin Smith,Assistant Manager,1983-04-25,IT,54206,59
1950318,William Taylor,Manager,2015-09-23,Leadership,23104,18
6331503,Joe Mcnulty,Assistant Manager,2024-01-05,Customer Service,50639,19
5775855,Randy Mcphee,Intern,2005-09-22,Marketing,51485,37
7615414,Frank Higginbotham,Senior Developer,2009-04-12,IT,20081,25
6047468,Henry Mckinley,Senior Developer,2005-06-22,Production,11681,37
6169615,Ethan Mcclellan,Intern,1988-09-24,Logistics,22656,54
9921119,Daniel Johnson,Assistant Manager,1985-01-18,HR,6725,58
1422424,Aaron Davis,Assistant Manager,1995-09-17,Leadership,50307,47
6753804,Ciaran Mcvay,Senior Developer,2012-04-19,Leadership,31703,30
5549887,Ronald Mcclellan,Assistant Manager,2008-11-04,HR,24837,34
3094942,Lucy Majors,Intern,1989-08-14,IT,10738,53
4287438,Evan Mclendon,Junior Developer,2020-08-13,IT,60642,21
9049332,Scott Mcphee,Junior Developer,1990-04-11,Sales,22984,52
4521190,David Mcmillan,Supervisor,2014-08-13,Leadership,11193,19
7349496,Joseph Mclendon,Intern,2015-04-03,Customer Service,7413,27
9810357,Isabella Wilson,Supervisor,1991-10-10,Customer Service,21197,51
1651565,Wayne Wilson,Junior Developer,2007-02-16,Logistics,11520,35
5077673,Jack Smith,Supervisor,2018-09-03,HR,56086,20
8668719,Michael Mckinley,Intern,2014-11-15,HR,12419,28
2631539,Max Mcknight,Senior Developer,2010-01-11,Finance,61064,33
3334006,Gary Mccracken,Assistant Manager,2014-07-12,Finance,25866,28
7515638,Benjamin Mcmullen,Manager,2004-09-30,Logistics,42239,38
1835072,Aaron Brown,Manager,2001-08-12,People,41336,41
3300479,Jack Loyd,Team Leader,1994-06-07,Research and Development,57033,48
7095015,Orla Mcmurray,Senior Developer,2008-01-27,Customer Service,24896,24
3544724,Eugene Mccreary,Intern,1993-08-12,Marketing,31061,49
2335074,Noah Lindholm,Assistant Manager,1992-04-01,Sales,10361,50
6804021,Eoin Mccollum,Supervisor,2008-09-16,Marketing,23609,34
7449543,Philip Mcmurray,Intern,2000-08-13,People,10756,42
5665823,Noah Mcvay,Intern,2015-01-06,Production,26049,28
5769252,Thomas Mcvay,Junior Developer,2006-04-16,Sales,62135,31
1748483,Jane Mcginnis,Team Leader,2004-09-29,Customer Service,56073,38
5276651,Lucas Mcknight,Team Leader,1994-12-20,Sales,53629,48
9883824,Stephen Mckinley,Junior Developer,2008-07-24,Marketing,6383,25
3780603,Laura Miller,Senior Developer,2013-11-23,IT,23622,22
2857267,Ryan Brown,Team Leader,1985-05-05,Sales,22307,57
1944132,Alexander Mcmillan,Manager,2005-07-08,HR,31673,37
2514992,Elijah Mcvicker,Team Leader,2002-08-07,Production,9931,40
4344719,Michael Johnson,Senior Developer,1990-02-08,Finance,53918,53
6563990,Joseph Johnson,Manager,2008-11-16,HR,22486,34
2505605,Raymond Hutchins,Assistant Manager,2012-01-13,Leadership,25509,31
1715358,Louis Mccurry,Assistant Manager,2009-05-05,Sales,52062,23
2442631,Harold Mcvay,Manager,2000-08-02,Research and Development,22836,42
7283294,Megan Lindholm,Supervisor,2004-05-08,People,50043,38
4899527,Walter Brown,Junior Developer,1990-10-28,Logistics,26427,52
1343874,Douglas Mckinley,Supervisor,2010-08-31,Marketing,62248,31
9305109,Noah Lindholm,Manager,2006-01-03,Acquisitions,20157,37
7761920,Connor Majors,Intern,1988-02-11,Sales,24667,55
6549754,Aaron Mcmillan,Team Leader,2008-12-14,Customer Service,11214,23
8212782,Edward Davis,Team Leader,2006-04-24,Acquisitions,31270,36
1023950,Ava Majors,Assistant Manager,1988-02-14,IT,9737,55
8052957,Nathan Blahut,Junior Developer,2005-08-14,HR,40137,37
2902410,Billy Mcclellan,Senior Developer,1996-06-09,IT,40028,46
4907208,Emily Jones,Team Leader,2002-08-22,Finance,31536,40
6025459,Patrick Johnson,Junior Developer,1988-01-03,Logistics,54223,55
8650176,Kyle Mcknight,Intern,1992-05-31,Finance,20532,50
7572653,Sean Mcvicker,Team Leader,2005-06-25,Finance,62212,37
1216647,Henry Mcclellan,Assistant Manager,2001-03-10,HR,57192,41
4303884,Brandon Mcmillan,Supervisor,1991-04-01,Logistics,10640,51
9814960,David Mcnabb,Junior Developer,2000-02-06,HR,31138,43
9833856,Wayne Mcmullen,Senior Developer,2008-01-16,Acquisitions,32029,22
1207268,Aiden Mcvay,Assistant Manager,2014-11-26,Marketing,10023,28
6130986,Sean Mccollum,Team Leader,2019-04-27,IT,30329,23
9905833,Leo Smith,Supervisor,2011-08-31,Customer Service,50081,27
1916473,Thomas Mccurry,Senior Developer,1999-04-11,Customer Service,8446,43
1800883,Joseph Mcnulty,Assistant Manager,2017-07-09,People,8667,25
6755189,Jack Krebs,Intern,1999-03-28,Production,50954,43
6322842,Harry Taylor,Senior Developer,2003-11-24,People,40525,39
1269338,Randy Mcvicker,Junior Developer,1994-06-19,Leadership,22191,48
2395884,Matthew Mcnabb,Senior Developer,2011-06-12,Logistics,24320,31
5587367,Johnny Johnson,Junior Developer,1985-07-24,Logistics,22163,57
9789453,Arthur Mckinley,Supervisor,1991-04-18,Research and Development,51735,51
8049830,Joshua Mccurry,Supervisor,2001-05-09,Finance,20612,41
6897121,Harold Smith,Senior Developer,1999-08-29,Customer Service,30773,43
7048029,Gerald Mcnabb,Manager,2006-03-09,Research and Development,56141,36
7317995,Emily Loyd,Junior Developer,2007-11-08,People,30403,35
2399318,Caleb Mcmurray,Junior Developer,1984-10-14,IT,30749,58
8100783,Stephen Johnson,Manager,2005-07-26,HR,23401,37
6339809,Charlie Mcclellan,Intern,2014-10-15,Acquisitions,23607,24
1865927,Eric Wilson,Supervisor,2007-11-17,Leadership,21155,35
9239190,Luke Gumpert,Senior Developer,2010-07-10,Sales,26148,30
4979013,Joseph Smith,Intern,2014-02-18,Marketing,61558,28
9625263,Michael Taylor,Senior Developer,2004-11-25,IT,22804,38
7428859,Sean Mcclellan,Supervisor,2017-02-01,Sales,24454,26
3850940,Samuel Davis,Senior Developer,2011-09-24,Leadership,20047,30
6034757,Catherine Mcmillan,Assistant Manager,2015-01-27,Customer Service,22399,28
2408903,Bryan Mcmullen,Intern,2008-11-06,Acquisitions,41496,34
8450470,Jesse Mcmullen,Intern,1982-09-01,Finance,26360,60
3199576,Jane Mccurry,Manager,2000-11-27,Marketing,6346,42
6255655,Bryan Mcvay,Junior Developer,1984-01-31,Research and Development,22793,59
6779962,Terry Koehler,Junior Developer,2000-06-14,Research and Development,30139,42
3148944,Caleb Mcgill,Senior Developer,2006-03-05,Marketing,25104,36
2260695,Harry Hutchins,Junior Developer,2009-02-27,Leadership,62291,33
5341546,Anthony Mcnabb,Assistant Manager,1985-04-14,Research and Development,5733,57
5690853,Howard Davis,Senior Developer,1994-07-30,Production,60587,48
2428648,Randy Mcmurray,Senior Developer,2007-07-01,People,30792,35
8096943,Aaron Mcginnis,Supervisor,2004-04-02,People,61762,38
1162858,Eva Gumpert,Junior Developer,2009-06-26,Leadership,22497,25
4673195,Edward Mangum,Manager,1990-05-21,Logistics,5655,52
1320430,Luke Mcnulty,Junior Developer,2004-09-02,Logistics,53785,38
2547834,Charles Blahut,Senior Developer,2008-06-16,IT,60636,34
3194569,Philip Blahut,Team Leader,1988-11-10,Research and Development,41266,54
7860635,Paul Mccracken,Team Leader,1997-11-22,Sales,20860,45
7390254,Stephen Mccracken,Assistant Manager,2009-04-24,Marketing,52853,33
3022713,Ella Majors,Intern,2018-12-20,Research and Development,20456,24
8183173,Jacob Mcmillan,Team Leader,2014-01-12,IT,32089,25
9934434,Dylan Mccracken,Junior Developer,1987-09-19,HR,51162,55
8030012,Juan Mclendon,Team Leader,2005-12-21,Leadership,51980,29
4695316,Joshua Krebs,Manager,2007-09-18,Sales,6035,28
6009954,Carl Mcmurray,Intern,2008-08-31,People,41748,26
9559002,Douglas Gumpert,Intern,2018-04-24,Logistics,55756,24
6038410,Ava Moore,Manager,2005-02-07,Production,11476,38
2437986,Ethan Johnson,Assistant Manager,1985-05-07,People,40300,57
6938355,Russell Lindholm,Senior Developer,2019-12-15,Marketing,22970,21
7517143,Sean Mcnabb,Senior Developer,2017-02-15,Leadership,12165,25
7863996,Mary Smith,Team Leader,1982-06-11,HR,22472,60
9919225,Connor Mcginnis,Senior Developer,1988-09-12,Sales,9868,54
1092761,Harold Mckinley,Manager,2000-08-13,Leadership,9602,42
2438095,Nicholas Mcphee,Intern,2006-06-29,IT,61713,19
3225313,Brian Mclendon,Team Leader,1988-01-23,People,22670,55
3238443,Orla Koehler,Manager,2003-03-17,HR,53102,39
8633208,Alexander Moore,Intern,2011-05-24,Research and Development,40090,31
2254523,Elijah Hutchins,Team Leader,2007-09-21,Sales,51489,35
7929905,Ronald Mclendon,Senior Developer,2006-11-21,Marketing,9315,30
3398014,Jeffrey Wilson,Manager,2012-02-06,Research and Development,30030,31
3832069,Walter Williams,Senior Developer,1993-05-07,People,20163,49
3453672,Mary Mcphee,Junior Developer,2008-10-12,Leadership,42358,19
4100564,Ciaran Mcvay,Senior Developer,2002-11-01,Production,9022,40
4989565,Scott Mccollum,Supervisor,1985-05-11,Leadership,52807,57
7189022,Alexander Lindholm,Team Leader,2012-04-05,People,21825,22
8974534,David Lindholm,Supervisor,2001-08-19,Customer Service,50933,41
5387172,David Taylor,Manager,2012-07-04,Marketing,8834,23
3480308,Bryan Mcmurray,Supervisor,1987-10-17,Marketing,23777,55
5468239,Terry Davis,Assistant Manager,2008-11-29,Finance,51753,34
6263914,Isabella Koehler,Intern,1985-10-24,Acquisitions,24623,57
4291198,Alexander Williams,Assistant Manager,2010-06-05,Sales,8627,19
1193047,Alan Gumpert,Intern,1987-12-01,Production,10428,55
6670462,Gerald Smith,Junior Developer,2019-10-02,Research and Development,21900,23
9602302,Louis Mcvay,Supervisor,2014-06-17,People,55645,28
9226754,Chris Mccollum,Senior Developer,2018-05-06,IT,21945,24
1823960,Jack Mcginnis,Senior Developer,2008-06-12,HR,61607,34
4624248,Walter Mcphee,Assistant Manager,2019-11-12,Production,56102,20
8969979,Caleb Mccollum,Intern,2013-11-25,HR,5914,29
1056831,George Mcmillan,Manager,2011-02-27,HR,7019,20
